url,isBlog,isWordpress,isBlogSpot,isUrlIncludeDate,isUrlIncludeDomainPostTitle,isUrlIncludeYearMonthPostTitle,isUrlIncludeDomainPostTitleNumbers,urlLen,numOfKeywords,isPrefixBlog,isMetaTagIncludeBlogKeyword,isUrlSuffixHTML,domainLen,pathNumberCount,lenOfPath
https://getbootstrap.com/docs/5.2/about/license/,0,0,0,0,0,0,0,48,10291,0,0,0,16,2,4
https://www.ankara.edu.tr/dizin/Fakulteler/dil-ve-tarih-cografya-fakultesi,0,0,0,0,0,0,0,74,12001,0,0,0,17,0,3
https://www.bbc.co.uk/news/localnews/2657536-Aldford/0,0,0,0,0,0,0,0,54,253398,0,0,0,13,8,4
https://www.rolex.com/watches/day-date/m228345rbr-0016.html,0,0,0,0,0,0,0,59,60102,0,0,1,13,10,3
https://ngkutahyaseramik.com.tr/urun/duval-pelit-dekor-rektifiye-55012150r,0,0,0,0,0,0,0,74,5822,0,0,0,23,8,2
https://ngkutahyaseramik.com.tr/urun/mona-buz-gri-dekor-55010678,0,0,0,0,0,0,0,64,7273,0,0,0,23,8,2
https://ngkutahyaseramik.com.tr/urun/oris-bone-55012235,0,0,0,0,0,0,0,55,5822,0,0,0,23,8,2
https://www.rolex.com/watches/datejust/m278240-0014.html,0,0,0,0,0,0,0,56,59040,0,0,1,13,10,3
https://getbootstrap.com/docs/5.2/helpers/vertical-rule/,0,0,0,0,0,0,0,56,11143,0,0,0,16,2,4
https://www.iu.edu/degrees/bloomington/phd-in-american-studies/6/index.html,0,0,0,0,0,0,0,75,5490,0,0,1,10,1,5
https://www.rolex.com/watch-care-and-service.html,0,0,0,0,0,0,0,49,42574,0,0,1,13,0,1
https://getbootstrap.com/docs/5.2/examples/grid/,0,0,0,0,0,0,0,48,1966,0,0,0,16,2,4
https://www.bekaertdeslee.com/en/-/production-engineer,0,0,0,0,0,0,0,54,6840,0,0,0,21,0,3
https://ngkutahyaseramik.com.tr/urun/onelya-beyaz-rektifiye-parlak-nano-55013060rn,0,0,0,0,0,0,0,82,7314,0,0,0,23,8,2
https://ngkutahyaseramik.com.tr/urun/leonardo-gri-antislip-rektifiye-55012922r,0,0,0,0,0,0,0,78,7293,0,0,0,23,8,2
https://www.bbc.co.uk/news/localnews/9883816-Acharonich/0,0,0,0,0,0,0,0,57,200040,0,0,0,13,8,4
https://www.iu.edu/about/leadership/president/news-communications/written-by-whitten/2021/12-7-celebrating-century-of-enrichment-jacobs-school-of-music.html,0,0,0,1,0,1,0,156,6065,0,0,1,10,7,7
https://www.parasut.com/blog/kullanim-kosullari-ve-uyelik-sozlesmesi,0,0,0,0,0,0,0,68,16156,0,0,0,15,0,2
https://getbootstrap.com/docs/5.2/examples/offcanvas-navbar/,0,0,0,0,0,0,0,60,1445,0,0,0,16,2,4
https://www.bekaertdeslee.com/fr/-/digital-manufacturing-engineer,0,0,0,0,0,0,0,65,7081,0,0,0,21,0,3
https://www.bekaertdeslee.com/en/-/sales-manager,0,0,0,0,0,0,0,48,7016,0,0,0,21,0,3
https://ngkutahyaseramik.com.tr/urun/lapis-bone-rektifiye-55011982r,0,0,0,0,0,0,0,67,5822,0,0,0,23,8,2
https://www.parasut.com/blog/tasarim-ve-gelistirme-plani,0,0,0,0,0,0,0,56,16506,0,0,0,15,0,2
https://getbootstrap.com/docs/5.2/examples/album-rtl/,0,0,0,0,0,0,0,53,2029,0,0,0,16,2,4
https://www.bbc.co.uk/news/localnews/8533010-Aberporth%20Airport/0,0,0,0,0,0,0,0,66,257726,0,0,0,13,10,4
https://www.marmara.edu.tr/news/istanbul-genclik-ve-spor-bakanligi-il-mudurlugunden-rektorumuze-ziyaret,0,0,0,0,0,0,0,103,14266,0,0,0,18,0,2
